"","...1","Ungulate Latin Name","Avg species weight (kg)","Avg species shoulder height (cm)","Ruminant/non-ruminant","Researcher","Ungulate Family","Ungulate Common Name","Binned season","Year started","Year ended","Plant Reported Family","Plant Reported Name","% Contribution to Diet","Data type","Binned units","Binned method","Total sample size","Binned total sample size units","Latitude 1","Longitude 1","Latitude 2","Longitude 2","Reported Study Site Location","Country","Biome","Citation (abrv)","Latitude 1 Decimal","Longitude 1 Decimal","Latitude 2 Decimal","Longitude 2 Decimal","Latitude_Average","Longitude_Average","point_type"
"202",13517,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Cystopteridaceae","Gymnocarpium disjunctum","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"203",13518,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Dryopteridaceae","Dryopteris crassirhizoma","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"204",13519,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Brachytheciaceae","Brachythecium rutabulum","1.23","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"205",14089,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Paspalum longifolium Roxb.","35.9","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"206",14090,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Gramineae","20.51","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"207",14091,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Heteropogon contortus Beauv. ex Roem. et Schult.","12.82","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"208",14092,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Thysanolaena maxima Ktze.","5.13","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"209",14093,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Cyperus esculentus Linn.","5.13","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"210",14094,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Zebrina pendula Schnizl.","3.85","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"211",14095,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Eulalia siamensis Bor","3.85","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"212",14096,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Orchidaceae","3.85","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"213",14097,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Setaria palmifolia Stapf","2.56","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"214",14098,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Saccharum spontaneum Linn.","2.56","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"215",14099,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Imperata cylindrica Beauv.","2.5","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"216",14100,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Ageratum conyzoides Linn.","1.28","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"217",14101,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Unknown","0","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"218",14102,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","wet","1996","1997",NA,"Heracleum burmanicum Kurz","0","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"219",14103,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Paspalum longifolium Roxb.","31.4","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"220",14104,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Gramineae","8.14","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"221",14105,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Heteropogon contortus Beauv. ex Roem. et Schult.","8.14","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"222",14106,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Thysanolaena maxima Ktze.","5.81","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"223",14107,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Cyperus esculentus Linn.","5.81","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"224",14108,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Zebrina pendula Schnizl.","18.6","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"225",14109,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Eulalia siamensis Bor","3.49","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"226",14110,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Orchidaceae","3.49","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"227",14111,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Setaria palmifolia Stapf","1.16","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"228",14112,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Saccharum spontaneum Linn.","1.16","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"229",14113,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Imperata cylindrica Beauv.","0","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"230",14114,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Ageratum conyzoides Linn.","5.81","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"231",14115,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Unknown","4.65","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"232",14116,"Naemorhedus goral","39","77.5","Ruminant","kyra_n","Bovidae","Gray goral","dry","1996","1997",NA,"Heracleum burmanicum Kurz","2.33","frequency","percent frequency","fecal microhistology","60","fecal samples (composite or unstated)","17°17'","19°45'N","98°27'","98°45'E","Om Koi Wildlife Sanctuary","Thailand","temperate forest","Chaiyarat et al. 1999",17.2833333333333,19,98.45,98,57.8666666666667,NA,"Averaged Location"
"233",14342,"Odocoileus hemionus","110","100","Ruminant","melissa_c","Cervidae","Mule deer","summer","1998","1998","Forbs","Forbs",NA,"proportion",NA,"fecal microhistology","15",NA,"41.3 N","42 N","115 W","115.3 W","Summer Range in the Jarbidge Mountains of northeastern Nevada","United States","woodland","Beck and Peek (2005)",41.3,42,-115,-115.3,NA,NA,NA
"234",14343,"Odocoileus hemionus","110","100","Ruminant","melissa_c","Cervidae","Mule deer","summer","1998","1998",NA,"Balsamorhiza sagittata","3","proportion",NA,"fecal microhistology","15",NA,"41.3 N","42 N","115 W","115.3 W","Summer Range in the Jarbidge Mountains of northeastern Nevada","United States","woodland","Beck and Peek (2005)",41.3,42,-115,-115.3,NA,NA,NA
"235",14344,"Odocoileus hemionus","110","100","Ruminant","melissa_c","Cervidae","Mule deer","summer","1998","1998",NA,"Lupinus spp.","48","proportion",NA,"fecal microhistology","15",NA,"41.3 N","42 N","115 W","115.3 W","Summer Range in the Jarbidge Mountains of northeastern Nevada","United States","woodland","Beck and Peek (2005)",41.3,42,-115,-115.3,NA,NA,NA
"236",14345,"Odocoileus hemionus","110","100","Ruminant","melissa_c","Cervidae","Mule deer","summer","1998","1998","Grasses","Grasses",NA,"proportion",NA,"fecal microhistology","15",NA,"41.3 N","42 N","115 W","115.3 W","Summer Range in the Jarbidge Mountains of northeastern Nevada","United States","woodland","Beck and Peek (2005)",41.3,42,-115,-115.3,NA,NA,NA
"237",14346,"Odocoileus hemionus","110","100","Ruminant","melissa_c","Cervidae","Mule deer","summer","1998","1998",NA,"Achnatherum spp.","0","proportion",NA,"fecal microhistology","15",NA,"41.3 N","42 N","115 W","115.3 W","Summer Range in the Jarbidge Mountains of northeastern Nevada","United States","woodland","Beck and Peek (2005)",41.3,42,-115,-115.3,NA,NA,NA
